,State,City,Pop,PCI,price,rating,review,PP
176,il,scott,1235,37014,1.4,3.8,16.4,0.004048582995951417
177,il,franklin,2473,34652,1.457142857142857,3.2142857142857144,41.65714285714286,0.042458552365547915
178,il,union,677,37679,1.5714285714285714,3.892857142857143,41.285714285714285,0.0206794682422452
179,il,montgomery,637,33349,1.4105263157894736,3.4105263157894736,51.305263157894736,0.14913657770800628
180,il,morgan,345,36602,1.75,3.75,19.416666666666668,0.034782608695652174
181,il,lake,941,68199,1.9211822660098523,4.236453201970443,558.0049261083744,0.2157279489904357
182,il,wabash,2152,41797,1.2222222222222223,3.388888888888889,5.666666666666667,0.004182156133828996
183,il,champaign,88029,42659,1.4307692307692308,3.3461538461538463,85.42307692307692,0.0014767860591396018
184,il,clinton,6927,42048,1.0714285714285714,3.3214285714285716,10.928571428571429,0.0020210769452865597
185,il,dekalb,42611,35809,1.44,3.46,54.54,0.0011734059280467486
186,il,effingham,12627,43646,1.5,4.107142857142857,106.85714285714286,0.001108735249861408
187,il,fulton,3346,33854,1.3571428571428572,4.0,26.857142857142858,0.0041841004184100415
188,il,hamilton,2740,41048,1.4666666666666666,4.033333333333333,18.8,0.005474452554744526
189,il,henry,2232,42246,1.2,2.7,4.8,0.002240143369175627
190,il,johnson,644,30786,1.0,3.5714285714285716,14.857142857142858,0.010869565217391304
191,il,kankakee,26052,36138,1.3035714285714286,3.4375,32.07142857142857,0.0021495470597267005
192,il,mchenry,27022,48027,1.5714285714285714,3.4489795918367347,73.79591836734694,0.0018133372807342166
193,il,macon,1120,44811,1.390625,3.2890625,14.578125,0.05714285714285714
194,il,madison,3794,40943,1.8412698412698412,4.116402116402116,227.94179894179894,0.04981549815498155
195,il,douglas,157,45461,1.65625,3.5572916666666665,258.7083333333333,1.2229299363057324
196,il,marshall,3843,42080,1.0769230769230769,3.3461538461538463,6.923076923076923,0.0033827738745771533
197,il,mason,335,38936,1.2903225806451613,3.8870967741935485,45.38709677419355,0.09253731343283582
198,il,peoria,111388,46148,1.5104895104895104,3.4195804195804196,44.44055944055944,0.0012838007684849355
199,il,rock island,37678,39842,1.4566929133858268,3.484251968503937,40.24409448818898,0.0033706672328679865
200,il,washington,16704,46128,1.5,3.857142857142857,24.214285714285715,0.0008381226053639847
201,il,boone,1934,40608,1.411764705882353,4.0588235294117645,28.352941176470587,0.008790072388831437
202,il,lee,308,37889,1.0,4.0,8.5,0.012987012987012988
203,il,bureau,233,39270,1.3333333333333333,4.666666666666667,9.333333333333334,0.012875536480686695
204,il,brown,2054,29522,1.25,4.125,10.25,0.0019474196689386564
205,il,lasalle,9064,39378,1.574468085106383,3.7127659574468086,45.723404255319146,0.005185348631950574
206,il,marion,17620,38112,1.46875,3.484375,34.15625,0.0018161180476730988
207,il,wayne,66483,40354,1.729064039408867,3.9458128078817736,185.16748768472905,0.0030534121504745574
208,il,winnebago,5098,38275,1.2,2.8,12.0,0.000980776775205963
209,il,richland,363,39787,1.4615384615384615,3.9615384615384617,10.23076923076923,0.03581267217630854
210,il,adams,1567,40921,1.4,3.05,19.2,0.006381620931716656
211,il,knox,4794,36417,1.3846153846153846,3.423076923076923,11.76923076923077,0.0027117229870671673
212,il,de witt,461,48628,1.3518518518518519,3.3518518518518516,29.814814814814813,0.23427331887201736
213,il,kendall,8946,43074,1.6129032258064515,3.629032258064516,66.74193548387096,0.0034652358596020567
214,il,warren,1479,36696,1.6363636363636365,3.9545454545454546,22.0,0.0074374577417173765
215,il,bond,619,32859,1.3333333333333333,3.533333333333333,18.666666666666668,0.024232633279483037
216,il,jersey,9823,36597,1.0714285714285714,3.3214285714285716,6.214285714285714,0.0014252265092130714
217,il,hancock,239,42145,1.1111111111111112,3.888888888888889,6.555555555555555,0.03765690376569038
218,il,kane,926,44432,1.0,3.1,7.4,0.01079913606911447
219,il,cass,601,38103,1.5909090909090908,3.8863636363636362,8.863636363636363,0.036605657237936774
220,il,pope,214,26405,1.56,3.56,30.18,0.2336448598130841
221,il,jackson,1203,33046,1.1428571428571428,3.107142857142857,18.928571428571427,0.011637572734829594
222,il,edgar,449,37073,1.6153846153846154,3.6153846153846154,8.23076923076923,0.028953229398663696
223,il,iroquois,581,40167,1.3,3.5,7.6,0.01721170395869191
224,il,lawrence,6355,32979,1.2857142857142858,3.142857142857143,7.428571428571429,0.001101494885916601
225,il,henderson,1088,39188,1.4545454545454546,4.318181818181818,42.81818181818182,0.01011029411764706
226,il,pike,225,39140,1.3333333333333333,2.6666666666666665,5.0,0.013333333333333334
227,il,will,1805,45465,1.5591397849462365,3.225806451612903,78.68817204301075,0.05152354570637119
228,il,fayette,255,31527,1.3076923076923077,3.730769230769231,11.538461538461538,0.050980392156862744
229,il,jasper,1722,42512,1.6666666666666667,3.0,4.666666666666667,0.003484320557491289
230,il,carroll,578,40981,1.2857142857142858,3.357142857142857,16.142857142857142,0.012110726643598616
231,il,jefferson,255,35726,1.7333333333333334,3.933333333333333,40.06666666666667,0.058823529411764705
232,il,perry,574,34612,1.4545454545454546,4.2727272727272725,11.272727272727273,0.01916376306620209
233,il,hardin,204,34034,1.5,4.625,8.0,0.0196078431372549
234,il,st. clair,35047,39740,1.375,3.3958333333333335,48.4375,0.0013695894085085742
235,il,logan,3104,35205,1.4545454545454546,4.363636363636363,27.363636363636363,0.0035438144329896907
236,il,monroe,1485,50446,1.5833333333333333,3.6666666666666665,38.583333333333336,0.00808080808080808
237,il,mercer,3872,40702,1.3333333333333333,3.5833333333333335,5.166666666666667,0.0015495867768595042
