,GeoName,TimePeriod,DataValue
1347,"Cass, MN",2014,"40,536"
1348,"Chippewa, MN",2014,"45,902"
1349,"Chisago, MN",2014,"41,800"
1350,"Clay, MN",2014,"39,771"
1351,"Clearwater, MN",2014,"38,105"
1352,"Cook, MN",2014,"46,912"
1353,"Cottonwood, MN",2014,"45,729"
1354,"Crow Wing, MN",2014,"39,815"
1355,"Dakota, MN",2014,"52,542"
1356,"Dodge, MN",2014,"41,676"
1357,"Douglas, MN",2014,"47,165"
1358,"Faribault, MN",2014,"39,312"
1359,"Fillmore, MN",2014,"41,274"
1360,"Freeborn, MN",2014,"39,340"
1361,"Goodhue, MN",2014,"47,511"
1362,"Grant, MN",2014,"47,075"
1363,"Hennepin, MN",2014,"64,906"
1364,"Houston, MN",2014,"45,395"
1365,"Hubbard, MN",2014,"36,535"
1366,"Isanti, MN",2014,"38,327"
1367,"Itasca, MN",2014,"37,927"
1368,"Jackson, MN",2014,"49,921"
1369,"Kanabec, MN",2014,"36,612"
1370,"Kandiyohi, MN",2014,"45,733"
1371,"Kittson, MN",2014,"51,342"
1372,"Koochiching, MN",2014,"36,322"
1373,"Lac qui Parle, MN",2014,"52,937"
1374,"Lake, MN",2014,"43,372"
1375,"Lake of the Woods, MN",2014,"46,499"
1376,"Le Sueur, MN",2014,"42,843"
1377,"Lincoln, MN",2014,"45,516"
1378,"Lyon, MN",2014,"45,367"
1379,"McLeod, MN",2014,"44,147"
1380,"Mahnomen, MN",2014,"34,463"
1381,"Marshall, MN",2014,"45,141"
1382,"Martin, MN",2014,"48,864"
1383,"Meeker, MN",2014,"38,803"
1384,"Mille Lacs, MN",2014,"36,932"
1385,"Morrison, MN",2014,"38,188"
1386,"Mower, MN",2014,"41,276"
1387,"Murray, MN",2014,"55,025"
1388,"Nicollet, MN",2014,"44,555"
1389,"Nobles, MN",2014,"43,828"
1390,"Norman, MN",2014,"39,225"
1391,"Olmsted, MN",2014,"49,489"
1392,"Otter Tail, MN",2014,"43,755"
1393,"Pennington, MN",2014,"47,812"
1394,"Pine, MN",2014,"32,231"
1395,"Pipestone, MN",2014,"54,075"
1396,"Polk, MN",2014,"43,969"
1397,"Pope, MN",2014,"45,546"
1398,"Ramsey, MN",2014,"47,960"
1399,"Red Lake, MN",2014,"45,717"
1400,"Redwood, MN",2014,"53,644"
1401,"Renville, MN",2014,"49,426"
1402,"Rice, MN",2014,"38,617"
1403,"Rock, MN",2014,"51,342"
1404,"Roseau, MN",2014,"42,816"
1405,"St. Louis, MN",2014,"42,279"
1406,"Scott, MN",2014,"51,927"
1407,"Sherburne, MN",2014,"40,709"
1408,"Sibley, MN",2014,"43,743"
1409,"Stearns, MN",2014,"42,335"
1410,"Steele, MN",2014,"40,904"
1411,"Stevens, MN",2014,"54,452"
1412,"Swift, MN",2014,"47,759"
1413,"Todd, MN",2014,"37,325"
1414,"Traverse, MN",2014,"52,402"
1415,"Wabasha, MN",2014,"43,540"
1416,"Wadena, MN",2014,"35,655"
1417,"Waseca, MN",2014,"44,837"
1418,"Washington, MN",2014,"57,716"
1419,"Watonwan, MN",2014,"40,925"
1420,"Wilkin, MN",2014,"49,084"
1421,"Winona, MN",2014,"43,901"
1422,"Wright, MN",2014,"43,626"
1423,"Yellow Medicine, MN",2014,"52,623"
1424,"Adams, MS",2014,"33,688"
1425,"Alcorn, MS",2014,"31,614"
1426,"Amite, MS",2014,"29,938"
1427,"Attala, MS",2014,"31,124"
1428,"Benton, MS",2014,"26,644"
1429,"Bolivar, MS",2014,"33,257"
1430,"Calhoun, MS",2014,"28,435"
1431,"Carroll, MS",2014,"32,410"
1432,"Chickasaw, MS",2014,"30,852"
1433,"Choctaw, MS",2014,"28,747"
1434,"Claiborne, MS",2014,"28,642"
1435,"Clarke, MS",2014,"35,719"
1436,"Clay, MS",2014,"35,661"
1437,"Coahoma, MS",2014,"30,204"
1438,"Copiah, MS",2014,"30,736"
1439,"Covington, MS",2014,"33,107"
1440,"DeSoto, MS",2014,"35,504"
1441,"Forrest, MS",2014,"35,692"
1442,"Franklin, MS",2014,"32,200"
1443,"George, MS",2014,"31,656"
1444,"Greene, MS",2014,"26,541"
1445,"Grenada, MS",2014,"31,056"
1446,"Hancock, MS",2014,"33,874"
1447,"Harrison, MS",2014,"35,067"
1448,"Hinds, MS",2014,"37,957"
1449,"Holmes, MS",2014,"24,544"
1450,"Humphreys, MS",2014,"27,730"
1451,"Issaquena, MS",2014,"14,940"
1452,"Itawamba, MS",2014,"31,071"
1453,"Jackson, MS",2014,"34,845"
1454,"Jasper, MS",2014,"34,802"
1455,"Jefferson, MS",2014,"30,578"
1456,"Jefferson Davis, MS",2014,"26,740"
1457,"Jones, MS",2014,"37,554"
1458,"Kemper, MS",2014,"27,354"
1459,"Lafayette, MS",2014,"34,932"
1460,"Lamar, MS",2014,"35,944"
1461,"Lauderdale, MS",2014,"34,753"
1462,"Lawrence, MS",2014,"32,221"
1463,"Leake, MS",2014,"29,637"
1464,"Lee, MS",2014,"36,621"
1465,"Leflore, MS",2014,"31,093"
1466,"Lincoln, MS",2014,"35,450"
1467,"Lowndes, MS",2014,"35,034"
1468,"Madison, MS",2014,"58,444"
1469,"Marion, MS",2014,"29,193"
1470,"Marshall, MS",2014,"28,732"
1471,"Monroe, MS",2014,"31,085"
1472,"Montgomery, MS",2014,"30,039"
1473,"Neshoba, MS",2014,"34,356"
1474,"Newton, MS",2014,"33,198"
1475,"Noxubee, MS",2014,"29,769"
1476,"Oktibbeha, MS",2014,"30,734"
1477,"Panola, MS",2014,"29,987"
1478,"Pearl River, MS",2014,"33,020"
1479,"Perry, MS",2014,"28,697"
1480,"Pike, MS",2014,"30,008"
1481,"Pontotoc, MS",2014,"29,277"
1482,"Prentiss, MS",2014,"27,723"
1483,"Quitman, MS",2014,"24,420"
1484,"Rankin, MS",2014,"41,864"
1485,"Scott, MS",2014,"29,455"
1486,"Sharkey, MS",2014,"26,199"
1487,"Simpson, MS",2014,"34,335"
1488,"Smith, MS",2014,"34,492"
1489,"Stone, MS",2014,"30,067"
1490,"Sunflower, MS",2014,"26,883"
1491,"Tallahatchie, MS",2014,"25,487"
1492,"Tate, MS",2014,"31,141"
1493,"Tippah, MS",2014,"29,772"
1494,"Tishomingo, MS",2014,"29,121"
1495,"Tunica, MS",2014,"30,581"
1496,"Union, MS",2014,"29,254"
1497,"Walthall, MS",2014,"29,581"
1498,"Warren, MS",2014,"35,265"
1499,"Washington, MS",2014,"32,661"
1500,"Wayne, MS",2014,"34,521"
1501,"Webster, MS",2014,"31,862"
1502,"Wilkinson, MS",2014,"27,250"
1503,"Winston, MS",2014,"32,357"
1504,"Yalobusha, MS",2014,"33,183"
1505,"Yazoo, MS",2014,"25,661"
1506,"Adair, MO",2014,"30,232"
1507,"Andrew, MO",2014,"40,878"
1508,"Atchison, MO",2014,"53,154"
1509,"Audrain, MO",2014,"37,307"
1510,"Barry, MO",2014,"32,000"
1511,"Barton, MO",2014,"34,928"
1512,"Bates, MO",2014,"33,544"
1513,"Benton, MO",2014,"33,046"
1514,"Bollinger, MO",2014,"28,765"
1515,"Boone, MO",2014,"42,194"
1516,"Buchanan, MO",2014,"36,142"
1517,"Butler, MO",2014,"33,838"
1518,"Caldwell, MO",2014,"33,144"
1519,"Callaway, MO",2014,"34,326"
1520,"Camden, MO",2014,"33,069"
1521,"Cape Girardeau, MO",2014,"39,642"
1522,"Carroll, MO",2014,"44,693"
1523,"Carter, MO",2014,"28,476"
1524,"Cass, MO",2014,"40,815"
1525,"Cedar, MO",2014,"29,069"
1526,"Chariton, MO",2014,"43,074"
1527,"Christian, MO",2014,"34,742"
1528,"Clark, MO",2014,"34,319"
1529,"Clay, MO",2014,"43,140"
1530,"Clinton, MO",2014,"39,940"
1531,"Cole, MO",2014,"42,235"
1532,"Cooper, MO",2014,"34,347"
1533,"Crawford, MO",2014,"30,010"
1534,"Dade, MO",2014,"33,540"
1535,"Dallas, MO",2014,"29,793"
1536,"Daviess, MO",2014,"33,838"
1537,"DeKalb, MO",2014,"25,156"
1538,"Dent, MO",2014,"29,426"
1539,"Douglas, MO",2014,"24,649"
1540,"Dunklin, MO",2014,"30,953"
1541,"Franklin, MO",2014,"38,008"
1542,"Gasconade, MO",2014,"34,772"
1543,"Gentry, MO",2014,"42,616"
1544,"Greene, MO",2014,"38,021"
1545,"Grundy, MO",2014,"32,869"
1546,"Harrison, MO",2014,"33,842"
1547,"Henry, MO",2014,"38,036"
1548,"Hickory, MO",2014,"24,643"
1549,"Holt, MO",2014,"46,764"
1550,"Howard, MO",2014,"35,953"
1551,"Howell, MO",2014,"30,459"
1552,"Iron, MO",2014,"30,083"
1553,"Jackson, MO",2014,"40,881"
1554,"Jasper, MO",2014,"35,333"
1555,"Jefferson, MO",2014,"36,892"
1556,"Johnson, MO",2014,"32,459"
1557,"Knox, MO",2014,"39,237"
1558,"Laclede, MO",2014,"31,349"
1559,"Lafayette, MO",2014,"37,702"
1560,"Lawrence, MO",2014,"31,241"
1561,"Lewis, MO",2014,"33,665"
1562,"Lincoln, MO",2014,"34,561"
1563,"Linn, MO",2014,"36,069"
1564,"Livingston, MO",2014,"36,697"
1565,"McDonald, MO",2014,"26,621"
1566,"Macon, MO",2014,"35,456"
1567,"Madison, MO",2014,"33,844"
1568,"Maries, MO",2014,"30,404"
1569,"Marion, MO",2014,"36,467"
1570,"Mercer, MO",2014,"38,727"
1571,"Miller, MO",2014,"32,258"
1572,"Mississippi, MO",2014,"30,891"
1573,"Moniteau, MO",2014,"34,202"
1574,"Monroe, MO",2014,"41,250"
1575,"Montgomery, MO",2014,"37,957"
1576,"Morgan, MO",2014,"37,968"
1577,"New Madrid, MO",2014,"30,964"
1578,"Newton, MO",2014,"35,345"
1579,"Nodaway, MO",2014,"28,986"
1580,"Oregon, MO",2014,"27,034"
1581,"Osage, MO",2014,"42,259"
1582,"Ozark, MO",2014,"27,850"
1583,"Pemiscot, MO",2014,"32,363"
1584,"Perry, MO",2014,"36,259"
1585,"Pettis, MO",2014,"35,158"
1586,"Phelps, MO",2014,"33,759"
1587,"Pike, MO",2014,"32,905"
1588,"Platte, MO",2014,"51,138"
1589,"Polk, MO",2014,"30,573"
1590,"Pulaski, MO",2014,"37,273"
1591,"Putnam, MO",2014,"38,299"
1592,"Ralls, MO",2014,"37,939"
1593,"Randolph, MO",2014,"35,071"
1594,"Ray, MO",2014,"36,379"
1595,"Reynolds, MO",2014,"30,474"
1596,"Ripley, MO",2014,"28,410"
1597,"St. Charles, MO",2014,"46,189"
1598,"St. Clair, MO",2014,"28,289"
1599,"Ste. Genevieve, MO",2014,"35,322"
1600,"St. Francois, MO",2014,"30,146"
1601,"St. Louis, MO",2014,"61,078"
1602,"Saline, MO",2014,"39,341"
1603,"Schuyler, MO",2014,"28,740"
1604,"Scotland, MO",2014,"37,689"
1605,"Scott, MO",2014,"37,403"
1606,"Shannon, MO",2014,"26,605"
1607,"Shelby, MO",2014,"42,230"
1608,"Stoddard, MO",2014,"34,938"
1609,"Stone, MO",2014,"32,809"
1610,"Sullivan, MO",2014,"42,852"
1611,"Taney, MO",2014,"32,911"
1612,"Texas, MO",2014,"26,155"
1613,"Vernon, MO",2014,"35,394"
1614,"Warren, MO",2014,"35,647"
1615,"Washington, MO",2014,"26,048"
1616,"Wayne, MO",2014,"26,044"
1617,"Webster, MO",2014,"30,636"
1618,"Worth, MO",2014,"41,095"
1619,"Wright, MO",2014,"30,128"
1620,"St. Louis (Independent City), MO",2014,"40,932"
1621,"Beaverhead, MT",2014,"41,191"
1622,"Big Horn, MT",2014,"25,668"
1623,"Blaine, MT",2014,"29,084"
1624,"Broadwater, MT",2014,"35,605"
1625,"Carbon, MT",2014,"42,473"
1626,"Carter, MT",2014,"56,969"
1627,"Cascade, MT",2014,"41,893"
1628,"Chouteau, MT",2014,"29,998"
1629,"Custer, MT",2014,"41,572"
1630,"Daniels, MT",2014,"38,885"
1631,"Dawson, MT",2014,"44,380"
1632,"Deer Lodge, MT",2014,"34,245"
1633,"Fallon, MT",2014,"56,024"
1634,"Fergus, MT",2014,"39,111"
1635,"Flathead, MT",2014,"40,075"
1636,"Gallatin, MT",2014,"46,464"
1637,"Garfield, MT",2014,"42,005"
1638,"Glacier, MT",2014,"30,650"
1639,"Golden Valley, MT",2014,"49,021"
1640,"Granite, MT",2014,"37,920"
1641,"Hill, MT",2014,"40,072"
1642,"Jefferson, MT",2014,"43,123"
1643,"Judith Basin, MT",2014,"49,520"
1644,"Lake, MT",2014,"33,347"
1645,"Lewis and Clark, MT",2014,"43,784"
1646,"Liberty, MT",2014,"39,040"
1647,"Lincoln, MT",2014,"30,996"
1648,"McCone, MT",2014,"45,362"
1649,"Madison, MT",2014,"41,091"
1650,"Meagher, MT",2014,"41,554"
1651,"Mineral, MT",2014,"33,584"
1652,"Missoula, MT",2014,"40,858"
1653,"Musselshell, MT",2014,"38,933"
1654,"Park, MT",2014,"40,608"
1655,"Petroleum, MT",2014,"53,834"
1656,"Phillips, MT",2014,"36,940"
1657,"Pondera, MT",2014,"39,801"
1658,"Powder River, MT",2014,"35,130"
1659,"Powell, MT",2014,"35,105"
1660,"Prairie, MT",2014,"41,414"
1661,"Ravalli, MT",2014,"37,415"
1662,"Richland, MT",2014,"71,751"
1663,"Roosevelt, MT",2014,"33,535"
1664,"Rosebud, MT",2014,"38,488"
1665,"Sanders, MT",2014,"29,658"
1666,"Sheridan, MT",2014,"57,613"
1667,"Silver Bow, MT",2014,"46,484"
1668,"Stillwater, MT",2014,"44,694"
1669,"Sweet Grass, MT",2014,"40,574"
1670,"Teton, MT",2014,"43,435"
1671,"Toole, MT",2014,"44,071"
1672,"Treasure, MT",2014,"52,327"
1673,"Valley, MT",2014,"42,512"
1674,"Wheatland, MT",2014,"36,429"
1675,"Wibaux, MT",2014,"46,461"
1676,"Yellowstone, MT",2014,"46,932"
1677,"Adams, NE",2014,"45,289"
1678,"Antelope, NE",2014,"53,502"
1679,"Arthur, NE",2014,"46,525"
1680,"Banner, NE",2014,"81,588"
1681,"Blaine, NE",2014,"76,590"
1682,"Boone, NE",2014,"62,513"
1683,"Box Butte, NE",2014,"44,525"
1684,"Boyd, NE",2014,"45,179"
1685,"Brown, NE",2014,"56,177"
1686,"Buffalo, NE",2014,"46,313"
1687,"Burt, NE",2014,"47,908"
1688,"Butler, NE",2014,"45,842"
1689,"Cass, NE",2014,"45,428"
1690,"Cedar, NE",2014,"55,188"
1691,"Chase, NE",2014,"56,686"
1692,"Cherry, NE",2014,"54,160"
1693,"Cheyenne, NE",2014,"50,101"
1694,"Clay, NE",2014,"44,304"
1695,"Colfax, NE",2014,"40,926"
1696,"Cuming, NE",2014,"76,262"
1697,"Custer, NE",2014,"50,971"
1698,"Dakota, NE",2014,"36,903"
1699,"Dawes, NE",2014,"36,465"
1700,"Dawson, NE",2014,"40,287"
1701,"Deuel, NE",2014,"40,005"
1702,"Dixon, NE",2014,"46,031"
1703,"Dodge, NE",2014,"41,940"
1704,"Douglas, NE",2014,"57,890"
1705,"Dundy, NE",2014,"62,269"
1706,"Fillmore, NE",2014,"54,567"
1707,"Franklin, NE",2014,"42,262"
1708,"Frontier, NE",2014,"45,429"
1709,"Furnas, NE",2014,"49,696"
1710,"Gage, NE",2014,"47,506"
1711,"Garden, NE",2014,"47,788"
1712,"Garfield, NE",2014,"49,578"
1713,"Gosper, NE",2014,"50,450"
1714,"Grant, NE",2014,"57,030"
1715,"Greeley, NE",2014,"46,885"
1716,"Hall, NE",2014,"38,201"
1717,"Hamilton, NE",2014,"49,510"
1718,"Harlan, NE",2014,"43,873"
1719,"Hayes, NE",2014,"67,864"
1720,"Hitchcock, NE",2014,"40,376"
1721,"Holt, NE",2014,"54,408"
1722,"Hooker, NE",2014,"62,747"
1723,"Howard, NE",2014,"42,766"
1724,"Jefferson, NE",2014,"47,692"
1725,"Johnson, NE",2014,"35,618"
1726,"Kearney, NE",2014,"84,898"
1727,"Keith, NE",2014,"41,327"
1728,"Keya Paha, NE",2014,"76,567"
1729,"Kimball, NE",2014,"45,619"
1730,"Knox, NE",2014,"47,099"
1731,"Lancaster, NE",2014,"43,439"
1732,"Lincoln, NE",2014,"46,012"
1733,"Logan, NE",2014,"52,193"
1734,"Loup, NE",2014,"63,956"
1735,"McPherson, NE",2014,"64,622"
1736,"Madison, NE",2014,"44,682"
1737,"Merrick, NE",2014,"49,146"
1738,"Morrill, NE",2014,"52,299"
1739,"Nance, NE",2014,"41,261"
1740,"Nemaha, NE",2014,"46,991"
1741,"Nuckolls, NE",2014,"46,964"
1742,"Otoe, NE",2014,"45,250"
1743,"Pawnee, NE",2014,"46,253"
1744,"Perkins, NE",2014,"60,317"
1745,"Phelps, NE",2014,"60,351"
1746,"Pierce, NE",2014,"55,980"
1747,"Platte, NE",2014,"45,694"
1748,"Polk, NE",2014,"51,055"
1749,"Red Willow, NE",2014,"43,646"
1750,"Richardson, NE",2014,"45,607"
1751,"Rock, NE",2014,"64,042"
1752,"Saline, NE",2014,"38,742"
1753,"Sarpy, NE",2014,"44,215"
1754,"Saunders, NE",2014,"45,073"
1755,"Scotts Bluff, NE",2014,"40,623"
1756,"Seward, NE",2014,"45,424"
1757,"Sheridan, NE",2014,"48,447"
1758,"Sherman, NE",2014,"42,473"
1759,"Sioux, NE",2014,"67,704"
1760,"Stanton, NE",2014,"42,472"
1761,"Thayer, NE",2014,"52,541"
1762,"Thomas, NE",2014,"73,345"
1763,"Thurston, NE",2014,"46,392"
1764,"Valley, NE",2014,"42,877"
1765,"Washington, NE",2014,"50,337"
1766,"Wayne, NE",2014,"42,017"
1767,"Webster, NE",2014,"46,771"
1768,"Wheeler, NE",2014,"113,354"
1769,"York, NE",2014,"45,992"
1770,"Churchill, NV",2014,"38,066"
1771,"Clark, NV",2014,"40,530"
1772,"Douglas, NV",2014,"58,280"
1773,"Elko, NV",2014,"42,169"
1774,"Esmeralda, NV",2014,"50,227"
1775,"Eureka, NV",2014,"38,112"
1776,"Humboldt, NV",2014,"43,261"
1777,"Lander, NV",2014,"53,782"
1778,"Lincoln, NV",2014,"31,328"
1779,"Lyon, NV",2014,"32,144"
1780,"Mineral, NV",2014,"34,114"
1781,"Nye, NV",2014,"33,502"
1782,"Pershing, NV",2014,"30,115"
1783,"Storey, NV",2014,"39,938"
1784,"Washoe, NV",2014,"46,244"
1785,"White Pine, NV",2014,"37,648"
1786,"Carson City (Independent City), NV",2014,"42,537"
1787,"Belknap, NH",2014,"52,038"
1788,"Carroll, NH",2014,"50,020"
1789,"Cheshire, NH",2014,"45,452"
1790,"Coos, NH",2014,"36,732"
1791,"Grafton, NH",2014,"52,320"
1792,"Hillsborough, NH",2014,"53,343"
1793,"Merrimack, NH",2014,"51,831"
1794,"Rockingham, NH",2014,"61,374"
1795,"Strafford, NH",2014,"43,174"
1796,"Sullivan, NH",2014,"45,755"
1797,"Atlantic, NJ",2014,"43,590"
1798,"Bergen, NJ",2014,"74,452"
1799,"Burlington, NJ",2014,"53,760"
1800,"Camden, NJ",2014,"46,905"
1801,"Cape May, NJ",2014,"51,473"
1802,"Cumberland, NJ",2014,"35,486"
1803,"Essex, NJ",2014,"58,470"
1804,"Gloucester, NJ",2014,"47,392"
1805,"Hudson, NJ",2014,"52,819"
1806,"Hunterdon, NJ",2014,"78,652"
1807,"Mercer, NJ",2014,"62,018"
1808,"Middlesex, NJ",2014,"53,955"
1809,"Monmouth, NJ",2014,"67,386"
1810,"Morris, NJ",2014,"84,260"
1811,"Ocean, NJ",2014,"44,949"
1812,"Passaic, NJ",2014,"45,746"
1813,"Salem, NJ",2014,"43,087"
1814,"Somerset, NJ",2014,"83,433"
1815,"Sussex, NJ",2014,"53,818"
1816,"Union, NJ",2014,"59,230"
1817,"Warren, NJ",2014,"49,188"
1818,"Bernalillo, NM",2014,"38,593"
1819,"Catron, NM",2014,"29,726"
1820,"Chaves, NM",2014,"37,836"
1821,"Cibola, NM*",2014,"25,924"
1822,"Colfax, NM",2014,"37,088"
1823,"Curry, NM",2014,"43,335"
1824,"De Baca, NM",2014,"42,089"
1825,"Doña Ana, NM",2014,"31,686"
1826,"Eddy, NM",2014,"51,902"
1827,"Grant, NM",2014,"35,193"
1828,"Guadalupe, NM",2014,"30,153"
1829,"Harding, NM",2014,"47,352"
1830,"Hidalgo, NM",2014,"38,621"
1831,"Lea, NM",2014,"40,754"
1832,"Lincoln, NM",2014,"38,818"
1833,"Los Alamos, NM",2014,"63,465"
1834,"Luna, NM",2014,"28,567"
1835,"McKinley, NM",2014,"24,986"
1836,"Mora, NM",2014,"47,088"
1837,"Otero, NM",2014,"31,891"
1838,"Quay, NM",2014,"34,234"
1839,"Rio Arriba, NM",2014,"30,585"
1840,"Roosevelt, NM",2014,"38,284"
1841,"Sandoval, NM",2014,"37,073"
1842,"San Juan, NM",2014,"33,665"
1843,"San Miguel, NM",2014,"30,862"
1844,"Santa Fe, NM",2014,"50,557"
1845,"Sierra, NM",2014,"34,537"
1846,"Socorro, NM",2014,"31,804"
1847,"Taos, NM",2014,"33,342"
1848,"Torrance, NM",2014,"28,144"
1849,"Union, NM",2014,"30,630"
1850,"Valencia, NM*",2014,"29,708"
1851,"Albany, NY",2014,"53,791"
1852,"Allegany, NY",2014,"31,518"
1853,"Bronx, NY",2014,"31,820"
1854,"Broome, NY",2014,"38,276"
1855,"Cattaraugus, NY",2014,"35,473"
1856,"Cayuga, NY",2014,"37,699"
1857,"Chautauqua, NY",2014,"36,101"
1858,"Chemung, NY",2014,"39,502"
1859,"Chenango, NY",2014,"36,583"
1860,"Clinton, NY",2014,"38,463"
1861,"Columbia, NY",2014,"48,801"
1862,"Cortland, NY",2014,"35,030"
1863,"Delaware, NY",2014,"34,602"
1864,"Dutchess, NY",2014,"47,572"
1865,"Erie, NY",2014,"44,441"
1866,"Essex, NY",2014,"39,500"
1867,"Franklin, NY",2014,"33,508"
1868,"Fulton, NY",2014,"36,869"
1869,"Genesee, NY",2014,"39,185"
1870,"Greene, NY",2014,"41,786"
1871,"Hamilton, NY",2014,"46,724"
1872,"Herkimer, NY",2014,"36,386"
1873,"Jefferson, NY",2014,"42,753"
1874,"Kings, NY",2014,"41,618"
1875,"Lewis, NY",2014,"41,061"
1876,"Livingston, NY",2014,"36,686"
1877,"Madison, NY",2014,"38,109"
1878,"Monroe, NY",2014,"45,897"
1879,"Montgomery, NY",2014,"36,597"
1880,"Nassau, NY",2014,"75,376"
1881,"New York, NY",2014,"151,128"
1882,"Niagara, NY",2014,"39,110"
1883,"Oneida, NY",2014,"38,764"
1884,"Onondaga, NY",2014,"45,252"
1885,"Ontario, NY",2014,"45,771"
1886,"Orange, NY",2014,"45,306"
1887,"Orleans, NY",2014,"34,128"
1888,"Oswego, NY",2014,"34,968"
1889,"Otsego, NY",2014,"37,645"
1890,"Putnam, NY",2014,"57,163"
1891,"Queens, NY",2014,"41,351"
1892,"Rensselaer, NY",2014,"42,725"
1893,"Richmond, NY",2014,"48,150"
1894,"Rockland, NY",2014,"53,434"
1895,"St. Lawrence, NY",2014,"32,874"
1896,"Saratoga, NY",2014,"55,809"
1897,"Schenectady, NY",2014,"45,851"
1898,"Schoharie, NY",2014,"34,651"
1899,"Schuyler, NY",2014,"38,118"
1900,"Seneca, NY",2014,"34,271"
1901,"Steuben, NY",2014,"39,559"
1902,"Suffolk, NY",2014,"57,514"
1903,"Sullivan, NY",2014,"38,880"
1904,"Tioga, NY",2014,"41,958"
1905,"Tompkins, NY",2014,"39,067"
1906,"Ulster, NY",2014,"42,913"
1907,"Warren, NY",2014,"45,095"
1908,"Washington, NY",2014,"35,304"
1909,"Wayne, NY",2014,"39,367"
1910,"Westchester, NY",2014,"90,407"
1911,"Wyoming, NY",2014,"36,974"
1912,"Yates, NY",2014,"35,437"
1913,"Alamance, NC",2014,"35,642"
1914,"Alexander, NC",2014,"32,457"
1915,"Alleghany, NC",2014,"33,954"
1916,"Anson, NC",2014,"30,526"
1917,"Ashe, NC",2014,"32,182"
1918,"Avery, NC",2014,"31,246"
1919,"Beaufort, NC",2014,"37,538"
1920,"Bertie, NC",2014,"30,954"
1921,"Bladen, NC",2014,"31,374"
1922,"Brunswick, NC",2014,"36,576"
1923,"Buncombe, NC",2014,"40,634"
1924,"Burke, NC",2014,"30,301"
1925,"Cabarrus, NC",2014,"39,223"
1926,"Caldwell, NC",2014,"30,018"
1927,"Camden, NC",2014,"40,697"
1928,"Carteret, NC",2014,"42,976"
1929,"Caswell, NC",2014,"31,654"
1930,"Catawba, NC",2014,"38,414"
1931,"Chatham, NC",2014,"53,695"
1932,"Cherokee, NC",2014,"29,072"
1933,"Chowan, NC",2014,"34,769"
1934,"Clay, NC",2014,"30,282"
1935,"Cleveland, NC",2014,"32,809"
1936,"Columbus, NC",2014,"29,340"
1937,"Craven, NC",2014,"39,237"
1938,"Cumberland, NC",2014,"35,273"
1939,"Currituck, NC",2014,"40,108"
1940,"Dare, NC",2014,"47,974"
1941,"Davidson, NC",2014,"34,484"
1942,"Davie, NC",2014,"41,613"
1943,"Duplin, NC",2014,"32,425"
1944,"Durham, NC",2014,"43,817"
1945,"Edgecombe, NC",2014,"30,787"
1946,"Forsyth, NC",2014,"43,308"
1947,"Franklin, NC",2014,"31,256"
1948,"Gaston, NC",2014,"36,378"
1949,"Gates, NC",2014,"32,002"
1950,"Graham, NC",2014,"29,056"
1951,"Granville, NC",2014,"33,364"
1952,"Greene, NC",2014,"30,974"
1953,"Guilford, NC",2014,"41,164"
1954,"Halifax, NC",2014,"31,456"
1955,"Harnett, NC",2014,"31,074"
1956,"Haywood, NC",2014,"34,876"
1957,"Henderson, NC",2014,"37,444"
1958,"Hertford, NC",2014,"28,555"
1959,"Hoke, NC",2014,"28,694"
1960,"Hyde, NC",2014,"40,020"
1961,"Iredell, NC",2014,"44,033"
1962,"Jackson, NC",2014,"28,836"
1963,"Johnston, NC",2014,"34,915"
1964,"Jones, NC",2014,"36,417"
1965,"Lee, NC",2014,"34,836"
1966,"Lenoir, NC",2014,"35,597"
1967,"Lincoln, NC",2014,"39,157"
1968,"McDowell, NC",2014,"29,347"
1969,"Macon, NC",2014,"34,734"
1970,"Madison, NC",2014,"29,263"
1971,"Martin, NC",2014,"31,305"
1972,"Mecklenburg, NC",2014,"51,462"
1973,"Mitchell, NC",2014,"31,612"
1974,"Montgomery, NC",2014,"30,906"
1975,"Moore, NC",2014,"46,361"
1976,"Nash, NC",2014,"37,407"
1977,"New Hanover, NC",2014,"40,459"
1978,"Northampton, NC",2014,"29,529"
1979,"Onslow, NC",2014,"42,806"
1980,"Orange, NC",2014,"55,089"
1981,"Pamlico, NC",2014,"37,340"
1982,"Pasquotank, NC",2014,"34,957"
1983,"Pender, NC",2014,"33,242"
1984,"Perquimans, NC",2014,"35,683"
1985,"Person, NC",2014,"34,086"
1986,"Pitt, NC",2014,"36,736"
1987,"Polk, NC",2014,"39,590"
1988,"Randolph, NC",2014,"33,354"
1989,"Richmond, NC",2014,"31,478"
1990,"Robeson, NC",2014,"26,796"
1991,"Rockingham, NC",2014,"33,261"
1992,"Rowan, NC",2014,"33,595"
1993,"Rutherford, NC",2014,"29,302"
1994,"Sampson, NC",2014,"34,862"
1995,"Scotland, NC",2014,"29,394"
1996,"Stanly, NC",2014,"33,488"
1997,"Stokes, NC",2014,"32,204"
1998,"Surry, NC",2014,"34,534"
1999,"Swain, NC",2014,"33,263"
2000,"Transylvania, NC",2014,"35,329"
2001,"Tyrrell, NC",2014,"29,645"
2002,"Union, NC",2014,"43,310"
2003,"Vance, NC",2014,"31,150"
2004,"Wake, NC",2014,"51,073"
2005,"Warren, NC",2014,"27,495"
2006,"Washington, NC",2014,"31,729"
2007,"Watauga, NC",2014,"31,914"
