,GeoName,TimePeriod,DataValue
2673,"Karnes, TX",2014,"40,155"
2674,"Kaufman, TX",2014,"37,453"
2675,"Kendall, TX",2014,"75,268"
2676,"Kenedy, TX",2014,"55,325"
2677,"Kent, TX",2014,"45,130"
2678,"Kerr, TX",2014,"45,220"
2679,"Kimble, TX",2014,"43,714"
2680,"King, TX",2014,"80,224"
2681,"Kinney, TX",2014,"30,161"
2682,"Kleberg, TX",2014,"37,009"
2683,"Knox, TX",2014,"38,690"
2684,"Lamar, TX",2014,"35,455"
2685,"Lamb, TX",2014,"36,786"
2686,"Lampasas, TX",2014,"46,015"
2687,"La Salle, TX",2014,"42,391"
2688,"Lavaca, TX",2014,"51,905"
2689,"Lee, TX",2014,"43,544"
2690,"Leon, TX",2014,"40,315"
2691,"Liberty, TX",2014,"34,237"
2692,"Limestone, TX",2014,"32,694"
2693,"Lipscomb, TX",2014,"53,692"
2694,"Live Oak, TX",2014,"40,604"
2695,"Llano, TX",2014,"43,872"
2696,"Loving, TX",2014,"36,360"
2697,"Lubbock, TX",2014,"38,807"
2698,"Lynn, TX",2014,"27,754"
2699,"McCulloch, TX",2014,"35,953"
2700,"McLennan, TX",2014,"35,882"
2701,"McMullen, TX",2014,"95,231"
2702,"Madison, TX",2014,"31,062"
2703,"Marion, TX",2014,"35,642"
2704,"Martin, TX",2014,"51,118"
2705,"Mason, TX",2014,"43,435"
2706,"Matagorda, TX",2014,"38,737"
2707,"Maverick, TX",2014,"27,045"
2708,"Medina, TX",2014,"35,374"
2709,"Menard, TX",2014,"34,927"
2710,"Midland, TX",2014,"119,448"
2711,"Milam, TX",2014,"35,524"
2712,"Mills, TX",2014,"34,354"
2713,"Mitchell, TX",2014,"29,824"
2714,"Montague, TX",2014,"44,295"
2715,"Montgomery, TX",2014,"64,325"
2716,"Moore, TX",2014,"37,372"
2717,"Morris, TX",2014,"41,434"
2718,"Motley, TX",2014,"31,371"
2719,"Nacogdoches, TX",2014,"34,203"
2720,"Navarro, TX",2014,"34,722"
2721,"Newton, TX",2014,"28,988"
2722,"Nolan, TX",2014,"38,758"
2723,"Nueces, TX",2014,"43,311"
2724,"Ochiltree, TX",2014,"76,627"
2725,"Oldham, TX",2014,"53,509"
2726,"Orange, TX",2014,"40,402"
2727,"Palo Pinto, TX",2014,"36,811"
2728,"Panola, TX",2014,"43,274"
2729,"Parker, TX",2014,"48,793"
2730,"Parmer, TX",2014,"49,477"
2731,"Pecos, TX",2014,"33,746"
2732,"Polk, TX",2014,"37,316"
2733,"Potter, TX",2014,"41,229"
2734,"Presidio, TX",2014,"37,989"
2735,"Rains, TX",2014,"30,705"
2736,"Randall, TX",2014,"44,070"
2737,"Reagan, TX",2014,"52,322"
2738,"Real, TX",2014,"32,554"
2739,"Red River, TX",2014,"35,154"
2740,"Reeves, TX",2014,"31,347"
2741,"Refugio, TX",2014,"45,700"
2742,"Roberts, TX",2014,"48,291"
2743,"Robertson, TX",2014,"39,175"
2744,"Rockwall, TX",2014,"52,337"
2745,"Runnels, TX",2014,"37,882"
2746,"Rusk, TX",2014,"36,158"
2747,"Sabine, TX",2014,"32,084"
2748,"San Augustine, TX",2014,"33,653"
2749,"San Jacinto, TX",2014,"32,294"
2750,"San Patricio, TX",2014,"42,008"
2751,"San Saba, TX",2014,"30,997"
2752,"Schleicher, TX",2014,"46,370"
2753,"Scurry, TX",2014,"49,252"
2754,"Shackelford, TX",2014,"152,638"
2755,"Shelby, TX",2014,"38,123"
2756,"Sherman, TX",2014,"62,704"
2757,"Smith, TX",2014,"51,260"
2758,"Somervell, TX",2014,"42,147"
2759,"Starr, TX",2014,"24,278"
2760,"Stephens, TX",2014,"57,104"
2761,"Sterling, TX",2014,"65,733"
2762,"Stonewall, TX",2014,"51,598"
2763,"Sutton, TX",2014,"78,808"
2764,"Swisher, TX",2014,"40,175"
2765,"Tarrant, TX",2014,"47,640"
2766,"Taylor, TX",2014,"44,198"
2767,"Terrell, TX",2014,"48,732"
2768,"Terry, TX",2014,"30,361"
2769,"Throckmorton, TX",2014,"48,822"
2770,"Titus, TX",2014,"31,661"
2771,"Tom Green, TX",2014,"44,129"
2772,"Travis, TX",2014,"57,147"
2773,"Trinity, TX",2014,"32,491"
2774,"Tyler, TX",2014,"29,980"
2775,"Upshur, TX",2014,"35,242"
2776,"Upton, TX",2014,"50,408"
2777,"Uvalde, TX",2014,"38,661"
2778,"Val Verde, TX",2014,"33,132"
2779,"Van Zandt, TX",2014,"34,046"
2780,"Victoria, TX",2014,"45,847"
2781,"Walker, TX",2014,"26,008"
2782,"Waller, TX",2014,"37,688"
2783,"Ward, TX",2014,"44,433"
2784,"Washington, TX",2014,"50,331"
2785,"Webb, TX",2014,"29,181"
2786,"Wharton, TX",2014,"40,827"
2787,"Wheeler, TX",2014,"47,936"
2788,"Wichita, TX",2014,"42,015"
2789,"Wilbarger, TX",2014,"37,137"
2790,"Willacy, TX",2014,"25,623"
2791,"Williamson, TX",2014,"42,421"
2792,"Wilson, TX",2014,"41,750"
2793,"Winkler, TX",2014,"42,220"
2794,"Wise, TX",2014,"42,285"
2795,"Wood, TX",2014,"35,846"
2796,"Yoakum, TX",2014,"45,913"
2797,"Young, TX",2014,"53,354"
2798,"Zapata, TX",2014,"33,854"
2799,"Zavala, TX",2014,"26,396"
2800,"Beaver, UT",2014,"33,748"
2801,"Box Elder, UT",2014,"32,821"
2802,"Cache, UT",2014,"32,527"
2803,"Carbon, UT",2014,"34,100"
2804,"Daggett, UT",2014,"34,967"
2805,"Davis, UT",2014,"38,797"
2806,"Duchesne, UT",2014,"40,706"
2807,"Emery, UT",2014,"29,448"
2808,"Garfield, UT",2014,"31,720"
2809,"Grand, UT",2014,"41,030"
2810,"Iron, UT",2014,"28,000"
2811,"Juab, UT",2014,"29,856"
2812,"Kane, UT",2014,"34,670"
2813,"Millard, UT",2014,"33,459"
2814,"Morgan, UT",2014,"43,876"
2815,"Piute, UT",2014,"27,434"
2816,"Rich, UT",2014,"38,474"
2817,"Salt Lake, UT",2014,"43,655"
2818,"San Juan, UT",2014,"23,403"
2819,"Sanpete, UT",2014,"25,867"
2820,"Sevier, UT",2014,"28,558"
2821,"Summit, UT",2014,"97,737"
2822,"Tooele, UT",2014,"31,564"
2823,"Uintah, UT",2014,"34,107"
2824,"Utah, UT",2014,"33,269"
2825,"Wasatch, UT",2014,"40,852"
2826,"Washington, UT",2014,"31,163"
2827,"Wayne, UT",2014,"30,511"
2828,"Weber, UT",2014,"35,209"
2829,"Addison, VT",2014,"45,709"
2830,"Bennington, VT",2014,"47,187"
2831,"Caledonia, VT",2014,"37,439"
2832,"Chittenden, VT",2014,"54,081"
2833,"Essex, VT",2014,"32,250"
2834,"Franklin, VT",2014,"41,083"
2835,"Grand Isle, VT",2014,"52,279"
2836,"Lamoille, VT",2014,"47,216"
2837,"Orange, VT",2014,"42,116"
2838,"Orleans, VT",2014,"39,803"
2839,"Rutland, VT",2014,"45,885"
2840,"Washington, VT",2014,"51,829"
2841,"Windham, VT",2014,"45,232"
2842,"Windsor, VT",2014,"51,248"
2843,"Accomack, VA",2014,"37,430"
2844,"Amelia, VA",2014,"40,192"
2845,"Amherst, VA",2014,"32,995"
2846,"Appomattox, VA",2014,"33,792"
2847,"Arlington, VA",2014,"84,058"
2848,"Bath, VA",2014,"50,003"
2849,"Bedford, VA*",2014,"40,804"
2850,"Bland, VA",2014,"31,611"
2851,"Botetourt, VA",2014,"45,119"
2852,"Brunswick, VA",2014,"28,937"
2853,"Buchanan, VA",2014,"32,044"
2854,"Buckingham, VA",2014,"26,953"
2855,"Caroline, VA",2014,"37,178"
2856,"Charles City, VA",2014,"39,707"
2857,"Charlotte, VA",2014,"30,819"
2858,"Chesterfield, VA",2014,"46,996"
2859,"Clarke, VA",2014,"55,627"
2860,"Craig, VA",2014,"33,837"
2861,"Culpeper, VA",2014,"40,439"
2862,"Cumberland, VA",2014,"33,748"
2863,"Dickenson, VA",2014,"28,993"
2864,"Essex, VA",2014,"37,457"
2865,"Fauquier, VA",2014,"60,567"
2866,"Floyd, VA",2014,"33,906"
2867,"Fluvanna, VA",2014,"38,340"
2868,"Franklin, VA",2014,"35,700"
2869,"Giles, VA",2014,"35,843"
2870,"Gloucester, VA",2014,"43,444"
2871,"Goochland, VA",2014,"82,972"
2872,"Grayson, VA",2014,"28,840"
2873,"Greene, VA",2014,"38,285"
2874,"Halifax, VA",2014,"32,437"
2875,"Hanover, VA",2014,"52,090"
2876,"Henrico, VA",2014,"57,327"
2877,"Highland, VA",2014,"42,653"
2878,"Isle of Wight, VA",2014,"48,983"
2879,"King and Queen, VA",2014,"36,440"
2880,"King George, VA",2014,"48,184"
2881,"King William, VA",2014,"38,697"
2882,"Lancaster, VA",2014,"49,736"
2883,"Lee, VA",2014,"26,759"
2884,"Loudoun, VA",2014,"68,286"
2885,"Louisa, VA",2014,"36,872"
2886,"Lunenburg, VA",2014,"29,880"
2887,"Madison, VA",2014,"46,222"
2888,"Mathews, VA",2014,"49,401"
2889,"Mecklenburg, VA",2014,"32,721"
2890,"Middlesex, VA",2014,"42,618"
2891,"Nelson, VA",2014,"43,212"
2892,"New Kent, VA",2014,"64,914"
2893,"Northampton, VA",2014,"40,546"
2894,"Northumberland, VA",2014,"44,687"
2895,"Nottoway, VA",2014,"30,963"
2896,"Orange, VA",2014,"42,996"
2897,"Page, VA",2014,"34,086"
2898,"Patrick, VA",2014,"30,072"
2899,"Powhatan, VA",2014,"46,347"
2900,"Prince Edward, VA",2014,"27,423"
2901,"Pulaski, VA",2014,"35,624"
2902,"Rappahannock, VA",2014,"56,434"
2903,"Richmond, VA",2014,"32,032"
2904,"Russell, VA",2014,"29,940"
2905,"Scott, VA",2014,"29,797"
2906,"Shenandoah, VA",2014,"39,354"
2907,"Smyth, VA",2014,"33,676"
2908,"Stafford, VA",2014,"49,139"
2909,"Surry, VA",2014,"37,898"
2910,"Sussex, VA",2014,"27,774"
2911,"Tazewell, VA",2014,"34,146"
2912,"Warren, VA",2014,"39,367"
2913,"Westmoreland, VA",2014,"37,930"
2914,"Wythe, VA",2014,"31,615"
2915,"Alexandria (Independent City), VA",2014,"81,336"
2916,"Chesapeake (Independent City), VA",2014,"45,248"
2917,"Hampton (Independent City), VA",2014,"39,178"
2918,"Newport News (Independent City), VA",2014,"39,042"
2919,"Norfolk (Independent City), VA",2014,"37,569"
2920,"Portsmouth (Independent City), VA",2014,"37,238"
2921,"Richmond (Independent City), VA",2014,"49,024"
2922,"Roanoke (Independent City), VA",2014,"39,649"
2923,"Suffolk (Independent City), VA",2014,"46,071"
2924,"Virginia Beach (Independent City), VA",2014,"50,719"
2925,"Albemarle + Charlottesville, VA*",2014,"59,862"
2926,"Alleghany + Covington, VA*",2014,"34,563"
2927,"Augusta, Staunton + Waynesboro, VA*",2014,"39,514"
2928,"Campbell + Lynchburg, VA*",2014,"35,377"
2929,"Carroll + Galax, VA*",2014,"31,791"
2930,"Dinwiddie, Colonial Heights + Petersburg, VA*",2014,"36,848"
2931,"Fairfax, Fairfax City + Falls Church, VA*",2014,"73,445"
2932,"Frederick + Winchester, VA*",2014,"43,438"
2933,"Greensville + Emporia, VA*",2014,"28,408"
2934,"Henry + Martinsville, VA*",2014,"34,522"
2935,"James City + Williamsburg, VA*",2014,"57,698"
2936,"Montgomery + Radford, VA*",2014,"32,310"
2937,"Pittsylvania + Danville, VA*",2014,"33,463"
2938,"Prince George + Hopewell, VA*",2014,"35,329"
2939,"Prince William, Manassas + Manassas Park, VA*",2014,"49,074"
2940,"Roanoke + Salem, VA*",2014,"46,409"
2941,"Rockbridge, Buena Vista + Lexington, VA*",2014,"36,392"
2942,"Rockingham + Harrisonburg, VA*",2014,"35,217"
2943,"Southampton + Franklin, VA*",2014,"36,190"
2944,"Spotsylvania + Fredericksburg, VA*",2014,"44,797"
2945,"Washington + Bristol, VA*",2014,"37,796"
2946,"Wise + Norton, VA*",2014,"30,296"
2947,"York + Poquoson, VA*",2014,"53,660"
2948,"Adams, WA",2014,"39,179"
2949,"Asotin, WA",2014,"40,377"
2950,"Benton, WA",2014,"41,698"
2951,"Chelan, WA",2014,"45,101"
2952,"Clallam, WA",2014,"40,514"
2953,"Clark, WA",2014,"44,620"
2954,"Columbia, WA",2014,"42,649"
2955,"Cowlitz, WA",2014,"39,887"
2956,"Douglas, WA",2014,"35,186"
2957,"Ferry, WA",2014,"33,280"
2958,"Franklin, WA",2014,"32,831"
2959,"Garfield, WA",2014,"40,606"
2960,"Grant, WA",2014,"34,724"
2961,"Grays Harbor, WA",2014,"35,036"
2962,"Island, WA",2014,"48,050"
2963,"Jefferson, WA",2014,"44,123"
2964,"King, WA",2014,"72,644"
2965,"Kitsap, WA",2014,"47,731"
2966,"Kittitas, WA",2014,"37,142"
2967,"Klickitat, WA",2014,"40,735"
2968,"Lewis, WA",2014,"37,115"
2969,"Lincoln, WA",2014,"42,578"
2970,"Mason, WA",2014,"36,561"
2971,"Okanogan, WA",2014,"36,553"
2972,"Pacific, WA",2014,"37,554"
2973,"Pend Oreille, WA",2014,"35,223"
2974,"Pierce, WA",2014,"44,106"
2975,"San Juan, WA",2014,"67,179"
2976,"Skagit, WA",2014,"44,388"
2977,"Skamania, WA",2014,"38,318"
2978,"Snohomish, WA",2014,"46,896"
2979,"Spokane, WA",2014,"40,028"
2980,"Stevens, WA",2014,"34,728"
2981,"Thurston, WA",2014,"44,208"
2982,"Wahkiakum, WA",2014,"37,050"
2983,"Walla Walla, WA",2014,"39,426"
2984,"Whatcom, WA",2014,"42,162"
2985,"Whitman, WA",2014,"34,931"
2986,"Yakima, WA",2014,"37,846"
2987,"Barbour, WV",2014,"28,894"
2988,"Berkeley, WV",2014,"36,281"
2989,"Boone, WV",2014,"30,654"
2990,"Braxton, WV",2014,"29,587"
2991,"Brooke, WV",2014,"36,805"
2992,"Cabell, WV",2014,"37,677"
2993,"Calhoun, WV",2014,"29,345"
2994,"Clay, WV",2014,"28,882"
2995,"Doddridge, WV",2014,"25,590"
2996,"Fayette, WV",2014,"31,043"
2997,"Gilmer, WV",2014,"26,801"
2998,"Grant, WV",2014,"33,944"
2999,"Greenbrier, WV",2014,"34,231"
3000,"Hampshire, WV",2014,"30,057"
3001,"Hancock, WV",2014,"36,825"
3002,"Hardy, WV",2014,"29,629"
3003,"Harrison, WV",2014,"43,655"
3004,"Jackson, WV",2014,"33,806"
3005,"Jefferson, WV",2014,"44,198"
3006,"Kanawha, WV",2014,"43,398"
3007,"Lewis, WV",2014,"36,791"
3008,"Lincoln, WV",2014,"27,643"
3009,"Logan, WV",2014,"32,521"
3010,"McDowell, WV",2014,"27,567"
3011,"Marion, WV",2014,"38,248"
3012,"Marshall, WV",2014,"35,474"
3013,"Mason, WV",2014,"28,756"
3014,"Mercer, WV",2014,"33,752"
3015,"Mineral, WV",2014,"34,493"
3016,"Mingo, WV",2014,"30,032"
3017,"Monongalia, WV",2014,"39,762"
3018,"Monroe, WV",2014,"28,342"
3019,"Morgan, WV",2014,"30,670"
3020,"Nicholas, WV",2014,"31,651"
3021,"Ohio, WV",2014,"47,101"
3022,"Pendleton, WV",2014,"33,143"
3023,"Pleasants, WV",2014,"38,471"
3024,"Pocahontas, WV",2014,"33,778"
3025,"Preston, WV",2014,"32,216"
3026,"Putnam, WV",2014,"41,282"
3027,"Raleigh, WV",2014,"36,182"
3028,"Randolph, WV",2014,"32,632"
3029,"Ritchie, WV",2014,"32,652"
3030,"Roane, WV",2014,"30,460"
3031,"Summers, WV",2014,"29,158"
3032,"Taylor, WV",2014,"33,922"
3033,"Tucker, WV",2014,"36,366"
3034,"Tyler, WV",2014,"31,621"
3035,"Upshur, WV",2014,"31,378"
3036,"Wayne, WV",2014,"29,049"
3037,"Webster, WV",2014,"26,428"
3038,"Wetzel, WV",2014,"30,852"
3039,"Wirt, WV",2014,"29,027"
3040,"Wood, WV",2014,"38,215"
3041,"Wyoming, WV",2014,"28,469"
3042,"Adams, WI",2014,"34,448"
3043,"Ashland, WI",2014,"35,419"
3044,"Barron, WI",2014,"42,944"
3045,"Bayfield, WI",2014,"41,456"
3046,"Brown, WI",2014,"46,364"
3047,"Buffalo, WI",2014,"40,637"
3048,"Burnett, WI",2014,"37,463"
3049,"Calumet, WI",2014,"44,584"
3050,"Chippewa, WI",2014,"41,329"
3051,"Clark, WI",2014,"37,604"
3052,"Columbia, WI",2014,"45,550"
3053,"Crawford, WI",2014,"37,530"
3054,"Dane, WI",2014,"52,153"
3055,"Dodge, WI",2014,"40,794"
3056,"Door, WI",2014,"52,438"
3057,"Douglas, WI",2014,"37,422"
3058,"Dunn, WI",2014,"36,749"
3059,"Eau Claire, WI",2014,"42,914"
3060,"Florence, WI",2014,"48,797"
3061,"Fond du Lac, WI",2014,"42,235"
3062,"Forest, WI",2014,"35,826"
3063,"Grant, WI",2014,"38,957"
3064,"Green, WI",2014,"45,664"
3065,"Green Lake, WI",2014,"43,012"
3066,"Iowa, WI",2014,"43,264"
3067,"Iron, WI",2014,"42,385"
3068,"Jackson, WI",2014,"40,515"
3069,"Jefferson, WI",2014,"39,794"
3070,"Juneau, WI",2014,"33,641"
3071,"Kenosha, WI",2014,"40,171"
3072,"Kewaunee, WI",2014,"43,908"
3073,"La Crosse, WI",2014,"43,802"
3074,"Lafayette, WI",2014,"41,854"
3075,"Langlade, WI",2014,"38,889"
3076,"Lincoln, WI",2014,"39,220"
3077,"Manitowoc, WI",2014,"43,040"
3078,"Marathon, WI",2014,"43,801"
3079,"Marinette, WI",2014,"39,004"
3080,"Marquette, WI",2014,"36,369"
3081,"Menominee, WI*",2014,"27,264"
3082,"Milwaukee, WI",2014,"42,118"
3083,"Monroe, WI",2014,"36,355"
3084,"Oconto, WI",2014,"40,612"
3085,"Oneida, WI",2014,"44,723"
3086,"Outagamie, WI",2014,"44,691"
3087,"Ozaukee, WI",2014,"72,345"
3088,"Pepin, WI",2014,"43,359"
3089,"Pierce, WI",2014,"41,714"
3090,"Polk, WI",2014,"40,951"
3091,"Portage, WI",2014,"39,883"
3092,"Price, WI",2014,"41,312"
3093,"Racine, WI",2014,"42,596"
3094,"Richland, WI",2014,"38,365"
3095,"Rock, WI",2014,"38,799"
3096,"Rusk, WI",2014,"38,750"
3097,"St. Croix, WI",2014,"47,322"
3098,"Sauk, WI",2014,"42,838"
3099,"Sawyer, WI",2014,"40,488"
3100,"Shawano, WI*",2014,"37,545"
3101,"Sheboygan, WI",2014,"45,449"
3102,"Taylor, WI",2014,"36,564"
3103,"Trempealeau, WI",2014,"40,883"
3104,"Vernon, WI",2014,"36,839"
3105,"Vilas, WI",2014,"45,830"
3106,"Walworth, WI",2014,"41,674"
3107,"Washburn, WI",2014,"42,461"
3108,"Washington, WI",2014,"49,977"
3109,"Waukesha, WI",2014,"62,113"
3110,"Waupaca, WI",2014,"41,358"
3111,"Waushara, WI",2014,"36,740"
3112,"Winnebago, WI",2014,"41,580"
3113,"Wood, WI",2014,"41,025"
3114,"Shawano (includes Menominee), WI*",2014,(NA)
3115,"Albany, WY",2014,"39,153"
3116,"Big Horn, WY",2014,"37,305"
3117,"Campbell, WY",2014,"56,737"
3118,"Carbon, WY",2014,"51,251"
3119,"Converse, WY",2014,"51,582"
3120,"Crook, WY",2014,"46,841"
3121,"Fremont, WY",2014,"42,888"
3122,"Goshen, WY",2014,"40,203"
3123,"Hot Springs, WY",2014,"49,050"
3124,"Johnson, WY",2014,"52,355"
3125,"Laramie, WY",2014,"49,426"
3126,"Lincoln, WY",2014,"36,642"
3127,"Natrona, WY",2014,"70,474"
3128,"Niobrara, WY",2014,"46,128"
3129,"Park, WY",2014,"49,721"
3130,"Platte, WY",2014,"46,047"
3131,"Sheridan, WY",2014,"53,543"
3132,"Sublette, WY",2014,"52,782"
3133,"Sweetwater, WY",2014,"49,061"
3134,"Teton, WY",2014,"200,044"
3135,"Uinta, WY",2014,"39,275"
3136,"Washakie, WY",2014,"44,349"
3137,"Weston, WY",2014,"46,965"
