,State,City,Pop,PCI,price,rating,review,Total,PP
283,in,adams,34460,35449,1.4666666666666666,3.933333333333333,14.0,41.0,0.0011897852582704585
284,in,union,962,34404,1.28,3.2933333333333334,33.77333333333333,272.0,0.28274428274428276
285,in,newton,794,36608,1.4,4.12,23.2,117.0,0.1473551637279597
286,in,howard,2558,36841,1.2765957446808511,3.4574468085106385,22.851063829787233,143.0,0.05590304925723221
287,in,brown,2647,40633,1.5545023696682465,3.8364928909952605,262.98104265402844,1400.0,0.5289006422364941
288,in,orange,700,31901,1.4166666666666667,4.041666666666667,16.5,63.0,0.09
289,in,delaware,3475,32666,1.7142857142857142,4.0,24.285714285714285,45.0,0.012949640287769784
290,in,jennings,1416,34177,1.3571428571428572,3.7857142857142856,9.857142857142858,25.0,0.01765536723163842
291,in,johnson,499,42691,1.6875,4.03125,20.875,69.0,0.13827655310621242
292,in,posey,3931,45646,1.2,3.3,6.9,14.0,0.0035614347494276268
293,in,cass,338,34954,1.3846153846153846,4.038461538461538,14.846153846153847,51.0,0.15088757396449703
294,in,owen,1095,33173,1.4838709677419355,3.6693548387096775,41.096774193548384,212.0,0.19360730593607306
295,in,benton,3128,39432,1.4141414141414141,3.323232323232323,29.464646464646464,295.0,0.09430946291560102
296,in,miami,1273,31354,1.9530516431924883,4.086854460093897,402.2018779342723,3300.0,2.592301649646504
297,in,jackson,532,38888,1.3,3.75,3.4,13.0,0.02443609022556391
298,in,noble,1915,34625,1.3333333333333333,4.333333333333333,7.333333333333333,9.0,0.004699738903394256
299,in,lake,2433,38485,1.6145833333333333,3.4322916666666665,104.125,315.0,0.12946979038224415
300,in,perry,30956,33711,1.36,4.0,18.92,108.0,0.0034888228453288537
301,in,clay,3540,33864,1.7096774193548387,4.17741935483871,111.2258064516129,122.0,0.03446327683615819
302,in,harrison,4132,37177,1.2142857142857142,3.5714285714285716,17.785714285714285,26.0,0.0062923523717328175
303,in,st. joseph,75633,41274,1.5392156862745099,3.338235294117647,59.30392156862745,302.0,0.0039929660333452325
304,in,ohio,1930,35220,1.4795321637426901,3.3771929824561404,76.88888888888889,481.0,0.24922279792746113
305,in,grant,1031,35592,1.1842105263157894,3.6184210526315788,7.5,198.0,0.19204655674102813
306,in,tippecanoe,2357,34210,1.391304347826087,3.382608695652174,50.756521739130434,344.0,0.14594823928722953
307,in,boone,1446,62698,1.4666666666666666,3.9,44.13333333333333,60.0,0.04149377593360996
308,ks,lyon,523,33378,1.5,4.321428571428571,49.57142857142857,54.0,0.10325047801147227
309,ks,elk,743,39799,1.0,4.75,5.0,11.0,0.014804845222072678
310,ks,harvey,92,38197,1.4375,3.96875,20.5,52.0,0.5652173913043478
311,ks,sheridan,212,52677,1.4,3.45,6.7,17.0,0.08018867924528301
312,ks,neosho,263,35565,1.625,4.125,13.0,66.0,0.2509505703422053
313,ks,pottawatomie,197,48438,1.5294117647058822,3.4901960784313726,47.23529411764706,161.0,0.817258883248731
314,ks,crawford,590,33475,1.0,4.0,5.5,7.0,0.011864406779661017
315,ks,franklin,347,37003,1.25,4.083333333333333,29.25,65.0,0.1873198847262248
316,ks,clay,70,39251,1.1666666666666667,3.5833333333333335,6.0,10.0,0.14285714285714285
317,ks,scott,2265,67443,1.2,3.4,14.6,20.0,0.008830022075055188
318,ks,pawnee,298,42814,1.1818181818181819,3.4545454545454546,4.0,17.0,0.05704697986577181
319,ks,grant,50,51243,1.1428571428571428,3.2857142857142856,5.285714285714286,11.0,0.22
320,ks,sherman,537,36625,1.125,3.5625,7.375,13.0,0.024208566108007448
321,ks,comanche,438,38696,1.36,3.24,11.12,125.0,0.2853881278538813
322,ks,jefferson,614,38324,1.5,4.0,5.0,6.0,0.009771986970684038
323,ks,thomas,54,39719,1.1764705882352942,3.0588235294117645,29.058823529411764,21.0,0.3888888888888889
324,ks,douglas,108,37883,1.5120481927710843,3.8313253012048194,53.83132530120482,953.0,8.824074074074074
325,ks,gove,153,53858,1.3,3.65,12.5,14.0,0.0915032679738562
326,ks,cheyenne,194,42686,1.0,4.833333333333333,4.666666666666667,9.0,0.04639175257731959
327,ks,wabaunsee,521,45431,1.3777777777777778,3.6333333333333333,37.17777777777778,168.0,0.32245681381957775
328,ks,smith,266,40583,1.0,4.416666666666667,9.0,8.0,0.03007518796992481
329,ks,morris,24,39588,1.375,4.0625,29.625,32.0,1.3333333333333333
330,ks,morton,439,38439,1.0,2.5,2.0,5.0,0.011389521640091117
331,ks,sumner,157,36574,1.3333333333333333,3.466666666666667,7.266666666666667,17.0,0.10828025477707007
332,ks,greenwood,464,40168,1.2,4.2,3.4,8.0,0.017241379310344827
333,ks,johnson,63,63277,1.2222222222222223,4.5,7.555555555555555,52.0,0.8253968253968254
334,ks,miami,545,41823,1.375,3.625,16.875,28.0,0.05137614678899083
335,ks,clark,140,51097,2.0,4.0,8.0,8.0,0.05714285714285714
336,ks,stanton,182,55496,1.4285714285714286,3.7142857142857144,19.071428571428573,31.0,0.17032967032967034
337,ks,reno,1506,36148,1.3666666666666667,4.083333333333333,15.966666666666667,118.0,0.07835325365205843
338,ks,haskell,1950,74156,2.0,4.25,3.5,7.0,0.0035897435897435897
339,ks,graham,52,49814,1.3333333333333333,2.5,2.6666666666666665,6.0,0.11538461538461539
340,ks,mitchell,256,49249,1.1428571428571428,3.7857142857142856,3.0,12.0,0.046875
341,ks,lincoln,188,36138,1.4545454545454546,3.5,15.545454545454545,17.0,0.09042553191489362
342,ks,nemaha,153,50505,1.6,3.4,9.8,10.0,0.06535947712418301
343,ks,osage,242,36926,1.0,2.0,4.0,6.0,0.024793388429752067
344,ks,lane,226,79792,1.4583333333333333,3.7291666666666665,23.541666666666668,105.0,0.4646017699115044
345,ks,labette,72,37052,1.5454545454545454,4.045454545454546,12.636363636363637,58.0,0.8055555555555556
346,ks,kiowa,941,31897,1.5,3.5,8.333333333333334,26.0,0.02763018065887354
347,ks,kingman,2906,41913,1.0,3.1,9.8,7.0,0.0024088093599449415
348,ks,jewell,398,45261,1.2222222222222223,4.0,7.444444444444445,21.0,0.052763819095477386
349,ks,allen,174,36328,1.3519553072625698,3.4134078212290504,31.374301675977655,629.0,3.6149425287356323
350,ks,harper,1333,44958,1.6,3.4,5.4,5.0,0.0037509377344336083
351,ks,leavenworth,36062,38217,1.3235294117647058,3.426470588235294,48.38235294117647,83.0,0.0023015917031778605
352,ks,hamilton,243,70366,1.0,4.166666666666667,3.0,6.0,0.024691358024691357
353,ks,ford,217,32681,1.6153846153846154,3.730769230769231,30.0,64.0,0.29493087557603687
354,ks,ellsworth,2999,38612,1.4,2.9,10.8,7.0,0.002334111370456819
355,ks,ellis,2029,47125,1.0,3.25,18.25,5.0,0.0024642681123706258
356,ks,cherokee,709,32957,1.5,3.875,26.333333333333332,60.0,0.0846262341325811
357,ks,atchison,10560,33996,1.4705882352941178,3.3823529411764706,15.294117647058824,19.0,0.0017992424242424243
358,ks,chase,436,41188,1.2142857142857142,4.107142857142857,8.5,26.0,0.05963302752293578
359,ks,chautauqua,93,40592,1.34375,3.734375,30.15625,96.0,1.032258064516129
360,ks,greeley,296,49392,1.3076923076923077,3.173076923076923,15.153846153846153,81.0,0.27364864864864863
361,ks,linn,385,32225,1.2,4.0,7.0,21.0,0.05454545454545454
362,ks,jackson,451,36827,1.5,3.4375,10.375,14.0,0.031042128603104215
363,ks,mcpherson,13077,47435,1.3333333333333333,3.9,22.2,41.0,0.0031352756748489713
364,ks,logan,542,46771,1.3846153846153846,4.076923076923077,9.461538461538462,65.0,0.11992619926199262
365,ks,washington,1062,43948,1.3846153846153846,3.3230769230769233,18.8,244.0,0.2297551789077213
366,ks,wichita,389255,83074,1.5416666666666667,3.71875,61.182291666666664,800.0,0.0020552080255873397
367,ks,wilson,736,39854,1.6666666666666667,4.166666666666667,35.333333333333336,5.0,0.006793478260869565
368,ks,wallace,59,51833,1.25,3.5535714285714284,27.214285714285715,84.0,1.423728813559322
369,ks,shawnee,65845,41498,1.7307692307692308,3.9927884615384617,170.94230769230768,1900.0,0.02885564583491533
370,ks,seward,63,36597,1.236842105263158,3.5,8.210526315789474,137.0,2.1746031746031744
371,ks,sedgwick,1641,50815,1.28125,3.171875,17.0625,84.0,0.051188299817184646
372,ks,stafford,956,56581,1.5,3.9166666666666665,12.25,38.0,0.0397489539748954
373,ks,riley,954,38338,1.403225806451613,3.411290322580645,31.467741935483872,213.0,0.22327044025157233
374,ks,russell,4463,52011,1.1,3.55,15.1,12.0,0.002688774367017701
375,ks,meade,1565,55983,1.6666666666666667,3.3333333333333335,6.5,11.0,0.007028753993610224
376,ks,norton,2768,41647,1.3333333333333333,3.6666666666666665,6.0,10.0,0.0036127167630057803
377,ks,osborne,1291,42878,1.3488372093023255,3.802325581395349,31.930232558139537,146.0,0.11309062742060419
378,ks,marion,1787,36386,1.0,3.5,2.0,5.0,0.0027979854504756574
379,ks,pratt,6630,45391,1.4285714285714286,3.3214285714285716,13.642857142857142,21.0,0.003167420814479638
380,ks,republic,108,44780,1.5,4.083333333333333,8.666666666666666,9.0,0.08333333333333333
381,ks,ottawa,12267,36310,1.4666666666666666,3.6666666666666665,20.933333333333334,37.0,0.00301622238526127
382,ky,hickman,2156,44746,1.394736842105263,3.6184210526315788,11.026315789473685,157.0,0.0728200371057514
383,ky,union,5930,33296,1.3846153846153846,3.1794871794871793,44.87179487179487,583.0,0.09831365935919055
384,ky,morgan,2407,24605,1.375,4.1875,30.125,69.0,0.028666389696717906
385,ky,martin,560,25670,1.5,4.25,3.0,5.0,0.008928571428571428
386,ky,marion,2872,31651,1.0,2.9,8.4,10.0,0.003481894150417827
387,ky,livingston,219,33691,1.6,3.6333333333333333,37.13333333333333,36.0,0.1643835616438356
388,ky,jefferson,27997,44719,1.7085427135678393,4.042713567839196,174.90954773869348,1300.0,0.04643354645140551
389,ky,jackson,1979,26195,1.2222222222222223,3.3333333333333335,4.555555555555555,13.0,0.006568974229408792
390,ky,henderson,28432,36154,1.5042735042735043,3.4871794871794872,24.504273504273506,421.0,0.014807259425998875
391,ky,russell,3245,31076,1.6,3.24,18.2,121.0,0.03728813559322034
392,ky,hardin,610,38575,1.4387755102040816,3.607142857142857,25.255102040816325,356.0,0.5836065573770491
393,ky,greenup,1116,36320,1.0,3.6,2.8,8.0,0.007168458781362007
394,ky,grayson,3944,30255,1.3333333333333333,3.5,8.6,25.0,0.006338742393509128
395,ky,fulton,2176,32758,1.2857142857142858,2.857142857142857,4.714285714285714,12.0,0.0055147058823529415
396,ky,franklin,8969,38667,1.2142857142857142,3.7857142857142856,24.714285714285715,55.0,0.006132233247853718
397,ky,cumberland,1967,30581,1.0,2.0,1.0,5.0,0.002541942043721403
398,ky,crittenden,3899,33019,1.2,3.5,10.4,8.0,0.0020518081559374197
399,ky,allen,176,28593,1.4,3.7333333333333334,12.6,27.0,0.1534090909090909
400,ky,clinton,1263,29631,1.4285714285714286,2.7142857142857144,6.142857142857143,14.0,0.011084718923198733
401,ky,harlan,1531,27778,1.1666666666666667,3.1666666666666665,4.583333333333333,20.0,0.013063357282821686
402,ky,clay,1117,27255,1.0,1.5,3.0,6.0,0.005371530886302597
403,ky,carlisle,1959,42485,1.28,3.36,28.72,231.0,0.11791730474732007
404,ky,butler,582,31131,1.3125,4.0,15.0,36.0,0.061855670103092786
405,la,washington,929,30972,1.2857142857142858,3.0,6.142857142857143,17.0,0.01829924650161464
406,la,lafayette,126143,53215,1.5777777777777777,3.591666666666667,49.48888888888889,626.0,0.004962621786385293
407,la,livingston,1955,37337,1.1111111111111112,2.8333333333333335,7.555555555555555,13.0,0.006649616368286445
408,la,jackson,3725,32037,1.5238095238095237,3.6547619047619047,19.80952380952381,163.0,0.04375838926174497
409,la,franklin,6786,27693,1.4166666666666667,2.9166666666666665,6.333333333333333,19.0,0.002799882110226938
410,la,natchitoches,17831,33525,1.8666666666666667,3.8,60.2,62.0,0.0034770904604340754
411,ma,essex,3789,57540,1.8235294117647058,3.5294117647058822,121.29411764705883,19.0,0.005014515703351808
412,ma,plymouth,60803,56571,1.8125,3.4875,83.7125,260.0,0.0042761047974606515
413,ma,norfolk,11988,77194,1.6666666666666667,3.536231884057971,75.34782608695652,208.0,0.017350684017350685
414,ma,hampden,5220,44760,1.5923913043478262,3.567934782608696,51.46739130434783,654.0,0.12528735632183907
415,ma,worcester,185877,49121,1.6544502617801047,3.643979057591623,107.96858638743456,807.0,0.004341580722736003
416,ma,nantucket,11327,106895,2.4166666666666665,3.7222222222222223,80.97222222222223,84.0,0.007415908890262206
417,md,baltimore,602495,53832,1.896039603960396,4.0272277227722775,297.5693069306931,3300.0,0.005477223877376576
418,md,charles,1195,50620,1.7333333333333334,3.6,81.26666666666667,49.0,0.04100418410041841
419,md,frederick,72146,53601,1.536231884057971,3.63768115942029,105.3695652173913,412.0,0.0057106423086519
420,md,somerset,1280,29709,1.8333333333333333,3.5277777777777777,179.77777777777777,37.0,0.02890625
421,me,york,13151,44437,1.7426470588235294,3.7463235294117645,124.86764705882354,377.0,0.028667021519276102
422,me,cumberland,8165,51659,1.8604651162790697,3.988372093023256,173.5,315.0,0.0385793018983466
423,me,franklin,1547,35108,1.8,4.233333333333333,82.4,57.0,0.03684550743374273
424,me,penobscot,1211,36425,1.9166666666666667,4.0,35.5,43.0,0.03550784475639967
425,me,hancock,2415,44349,1.934782608695652,3.967391304347826,180.67391304347825,139.0,0.05755693581780538
426,me,oxford,4101,33163,1.875,4.03125,26.1875,54.0,0.013167520117044623
427,me,lincoln,4908,44159,1.8,3.5,12.2,8.0,0.0016299918500407497
428,me,knox,792,42538,1.3846153846153846,3.8076923076923075,22.46153846153846,18.0,0.022727272727272728
429,me,waldo,860,36097,1.75,4.09375,90.75,45.0,0.05232558139534884
430,me,washington,1512,35752,1.6,4.15,28.8,16.0,0.010582010582010581
431,mi,macomb,90758,40077,1.5075376884422111,3.758793969849246,82.1608040201005,1200.0,0.013221974922320898
432,mi,iosco,3847,32125,1.5,3.7291666666666665,30.166666666666668,174.0,0.04523004938913439
433,mi,clinton,3538,39611,1.25,3.5,9.75,5.0,0.0014132278123233466
434,mi,leelanau,2025,61797,1.7164179104477613,3.7686567164179103,77.6268656716418,389.0,0.19209876543209878
435,mi,isabella,2249,31088,1.4545454545454546,3.606060606060606,42.06060606060606,108.0,0.04802134281903068
436,mi,ingham,2524,35503,1.7647058823529411,3.7941176470588234,49.88235294117647,63.0,0.02496038034865293
437,mi,huron,416,40869,1.2222222222222223,2.8333333333333335,11.666666666666666,16.0,0.038461538461538464
438,mi,schoolcraft,1798,34505,1.1111111111111112,3.2777777777777777,13.777777777777779,9.0,0.005005561735261402
439,mi,osceola,1841,31532,1.4285714285714286,3.5,8.428571428571429,12.0,0.006518196632265073
440,mi,eaton,4132,36492,1.3571428571428572,4.035714285714286,24.785714285714285,39.0,0.009438528557599225
441,mi,kalkaska,4897,31621,1.4,3.65,18.4,17.0,0.0034715131713293854
442,mi,branch,1351,31693,1.3333333333333333,3.888888888888889,8.666666666666666,12.0,0.008882309400444115
443,mi,montcalm,3400,29737,1.3333333333333333,3.4166666666666665,12.333333333333334,10.0,0.0029411764705882353
444,mi,montmorency,1059,31075,1.3333333333333333,3.5,5.333333333333333,8.0,0.007554296506137866
445,mi,ogemaw,1180,30350,1.8235294117647058,3.8823529411764706,34.294117647058826,34.0,0.0288135593220339
446,mi,ontonagon,2220,33752,1.5,4.125,27.625,14.0,0.006306306306306306
447,mi,livingston,2585,47921,1.489795918367347,3.3877551020408165,61.183673469387756,144.0,0.055705996131528046
448,mi,roscommon,4324,31989,1.8,3.1,31.0,5.0,0.001156336725254394
449,mi,sanilac,2311,32829,1.5,3.4166666666666665,22.166666666666668,7.0,0.003028991778450887
450,mi,antrim,2095,39601,1.8461538461538463,3.769230769230769,60.07692307692308,21.0,0.010023866348448688
451,mi,shiawassee,2734,33682,1.6,4.166666666666667,28.266666666666666,51.0,0.018653986832479885
452,mi,tuscola,1948,32892,1.2142857142857142,3.0357142857142856,7.428571428571429,19.0,0.009753593429158111
453,mi,wexford,1103,31465,1.2,3.6,37.6,8.0,0.007252946509519492
454,mi,chippewa,211,29311,1.7222222222222223,4.194444444444445,58.388888888888886,60.0,0.2843601895734597
455,mi,mecosta,2676,28828,1.5,3.75,18.125,19.0,0.007100149476831091
456,mi,presque isle,1575,33073,1.4,3.6,13.2,5.0,0.0031746031746031746
457,mi,bay,1126,36517,1.2307692307692308,3.8076923076923075,21.46153846153846,16.0,0.014209591474245116
458,mi,barry,3495,39022,1.5625,3.78125,24.0,30.0,0.008583690987124463
459,mi,charlevoix,2499,43027,1.9333333333333333,3.8333333333333335,71.2,32.0,0.012805122048819529
460,mi,berrien,5027,40046,1.6195652173913044,4.135869565217392,93.13586956521739,2600.0,0.517207081758504
461,mi,allegan,5034,38552,1.3529411764705883,2.9705882352941178,19.11764705882353,20.0,0.003972983710766786
462,mi,cheboygan,4712,33728,1.5,4.125,21.625,26.0,0.0055178268251273345
463,mi,clare,3069,29615,1.1875,3.59375,25.3125,24.0,0.007820136852394917
464,mi,gladwin,2887,30730,1.0769230769230769,3.3461538461538463,8.23076923076923,16.0,0.005542085209560097
465,mi,hillsdale,8049,31050,1.5714285714285714,4.178571428571429,22.0,38.0,0.004721083364393092
466,mi,houghton,7993,32322,1.5333333333333334,3.966666666666667,58.53333333333333,53.0,0.006630801951707744
467,mi,ionia,10952,30260,1.2352941176470589,3.0294117647058822,11.058823529411764,18.0,0.001643535427319211
468,mi,jackson,32605,34054,1.489795918367347,3.3979591836734695,40.63265306122449,152.0,0.004661861677656801
469,mi,kalamazoo,76545,41547,1.4378698224852071,3.3550295857988166,62.467455621301774,488.0,0.006375334770396499
470,mi,lapeer,8621,36820,1.588235294117647,3.735294117647059,42.11764705882353,49.0,0.005683795383366199
471,mi,manistee,6116,32946,1.6428571428571428,3.6785714285714284,49.5,33.0,0.00539568345323741
472,mi,marquette,20680,35194,1.625,3.765625,65.46875,79.0,0.0038201160541586074
473,mi,alpena,9963,35078,1.6875,4.0,42.5,55.0,0.0055204255746261165
474,mi,menominee,8108,37545,1.5294117647058822,3.911764705882353,41.411764705882355,65.0,0.00801677355698076
475,mi,mason,8458,35709,1.5625,3.15625,24.375,40.0,0.004729250413809411
476,mi,arenac,853,32089,1.5,3.875,16.25,6.0,0.007033997655334115
477,mi,lake,5847,27540,1.1428571428571428,4.0,8.571428571428571,19.0,0.003249529673336754
478,mi,alcona,913,32714,1.6888888888888889,3.8444444444444446,29.31111111111111,164.0,0.1796276013143483
479,mi,wayne,16896,36914,1.3428571428571427,3.5142857142857142,72.4,102.0,0.006036931818181818
480,mi,st. joseph,8355,32629,1.4259259259259258,3.388888888888889,91.0925925925926,130.0,0.015559545182525433
481,mi,baraga,3595,29722,1.5833333333333333,3.9166666666666665,12.583333333333334,15.0,0.004172461752433936
482,mi,saginaw,48323,34086,1.40625,3.2552083333333335,24.166666666666668,280.0,0.005794342238685512
483,mi,otsego,4002,36169,1.25,3.25,21.5625,25.0,0.00624687656171914
484,mi,newaygo,2058,32273,1.3571428571428572,2.8214285714285716,14.928571428571429,20.0,0.009718172983479106
485,mi,muskegon,37287,33447,1.3975903614457832,3.2710843373493974,32.44578313253012,228.0,0.006114731675919221
486,mi,monroe,19715,39996,1.6896551724137931,3.6551724137931036,41.10344827586207,120.0,0.006086735987826528
487,mi,st. clair,5306,37646,1.5,3.55,21.7,26.0,0.004900113079532605
488,mi,midland,41800,40836,1.5806451612903225,3.6451612903225805,49.225806451612904,108.0,0.002583732057416268
489,mn,fillmore,478,41274,1.4,3.9,9.4,23.0,0.04811715481171548
490,mn,douglas,755,47165,1.6388888888888888,3.75,59.47222222222222,269.0,0.3562913907284768
491,mn,crow wing,2092,39815,1.6896551724137931,3.2758620689655173,23.482758620689655,77.0,0.036806883365200764
492,mn,itasca,133,37927,1.4838709677419355,3.6451612903225805,19.967741935483872,76.0,0.5714285714285714
493,mn,lincoln,200,45516,1.3333333333333333,4.0,6.333333333333333,11.0,0.055
494,mn,benton,827,38515,1.5,2.8333333333333335,15.0,19.0,0.022974607013301087
495,mn,big stone,268,49247,1.3333333333333333,3.0,8.333333333333334,11.0,0.041044776119402986
496,mn,morrison,198,38188,1.4166666666666667,2.9583333333333335,10.083333333333334,19.0,0.09595959595959595
497,mn,wright,126,43626,1.5,3.6710526315789473,15.236842105263158,167.0,1.3253968253968254
498,mn,clay,75,39771,1.5245901639344261,3.5737704918032787,33.82786885245902,418.0,5.573333333333333
499,mn,lake,2221,43372,1.9333333333333333,4.033333333333333,50.6,57.0,0.025664115263394866
500,mn,hubbard,798,36535,1.564102564102564,3.608974358974359,21.73076923076923,228.0,0.2857142857142857
501,mn,otter tail,491,43755,1.8,3.0,14.8,6.0,0.012219959266802444
502,mn,kanabec,932,36612,1.4166666666666667,3.5416666666666665,6.333333333333333,16.0,0.017167381974248927
503,mn,lac qui parle,164,52937,1.5,4.35,6.7,35.0,0.21341463414634146
504,mn,washington,739,57716,1.6171875,3.3203125,66.4453125,400.0,0.5412719891745602
505,mn,murray,172,55025,1.6666666666666667,4.083333333333333,3.8333333333333335,8.0,0.046511627906976744
506,mn,norman,257,39225,1.5,4.75,4.0,5.0,0.019455252918287938
507,mn,rock,177,51342,1.3333333333333333,3.7777777777777777,15.11111111111111,13.0,0.07344632768361582
508,mn,martin,379,48864,1.6,3.9,11.2,6.0,0.0158311345646438
509,mn,sibley,252,43743,1.6647727272727273,3.8380681818181817,63.97727272727273,1300.0,5.158730158730159
510,mn,scott,145,51927,1.6428571428571428,3.857142857142857,35.214285714285715,37.0,0.25517241379310346
511,mn,stevens,72,54452,1.0,2.8125,8.875,14.0,0.19444444444444445
512,mn,todd,1438,37325,1.3333333333333333,3.5,3.6666666666666665,14.0,0.009735744089012517
513,mn,waseca,8904,44837,1.2727272727272727,3.409090909090909,9.181818181818182,23.0,0.002583108715184187
514,mn,winona,26813,43901,1.5294117647058822,3.7941176470588234,37.23529411764706,62.0,0.002312311192332078
515,mn,wabasha,2477,43540,1.4,3.8,22.0,11.0,0.0044408558740411785
516,mn,wadena,4094,35655,1.2307692307692308,3.6538461538461537,7.769230769230769,17.0,0.004152418172936004
517,mn,aitkin,2001,35185,1.4285714285714286,3.5714285714285716,11.714285714285714,9.0,0.004497751124437781
518,mn,anoka,17543,44544,1.4641148325358853,3.0789473684210527,37.899521531100476,588.0,0.03351764236447586
519,mn,becker,4912,42497,1.368421052631579,3.3026315789473686,15.210526315789474,86.0,0.01750814332247557
520,mn,beltrami,102,36353,1.6415094339622642,3.292452830188679,20.28301886792453,185.0,1.8137254901960784
521,mn,blue earth,3133,41843,1.0,3.4285714285714284,8.142857142857142,9.0,0.0028726460261729973
522,mn,carlton,1039,37416,1.5,3.90625,27.5625,44.0,0.04234841193455245
523,mn,carver,4960,62392,1.4285714285714286,3.7857142857142856,63.785714285714285,37.0,0.007459677419354839
524,mn,cook,563,46912,1.6666666666666667,3.6666666666666665,9.833333333333334,7.0,0.012433392539964476
525,mn,cottonwood,1245,45729,1.53125,3.359375,10.40625,157.0,0.12610441767068273
526,mn,dakota,308,52542,1.640625,3.7578125,43.53125,218.0,0.7077922077922078
527,mn,faribault,23851,39312,1.6,3.933333333333333,28.8,71.0,0.0029768143893337804
528,mn,freeborn,276,39340,1.6666666666666667,4.277777777777778,19.666666666666668,68.0,0.2463768115942029
529,mn,goodhue,1178,47511,1.4615384615384615,3.6923076923076925,12.461538461538462,16.0,0.013582342954159592
530,mn,clearwater,1799,38105,1.1666666666666667,2.6666666666666665,24.5,7.0,0.0038910505836575876
531,mn,houston,966,45395,1.3636363636363635,4.181818181818182,5.2727272727272725,15.0,0.015527950310559006
532,mn,grant,4152,47075,1.6464088397790055,3.734806629834254,89.62430939226519,799.0,0.1924373795761079
533,mn,rice,1377,38617,1.1428571428571428,3.2857142857142856,5.571428571428571,10.0,0.007262164124909223
534,mn,renville,1189,49426,1.3,4.4,9.2,34.0,0.028595458368376788
535,mn,ramsey,26928,47960,1.4087591240875912,3.2445255474452557,32.8978102189781,402.0,0.014928698752228164
536,mn,pipestone,4021,54075,1.5,3.875,11.375,12.0,0.0029843322556577967
537,mn,nicollet,1151,44555,1.3636363636363635,3.772727272727273,34.81818181818182,66.0,0.05734144222415291
538,mn,roseau,2660,42816,1.375,3.5,4.25,12.0,0.004511278195488722
539,mn,mahnomen,1242,34463,1.0,2.5,7.0,5.0,0.004025764895330112
540,mn,le sueur,4019,42843,1.5,4.375,5.75,7.0,0.0017417267977108733
541,mn,kandiyohi,479,45733,1.4285714285714286,3.642857142857143,11.714285714285714,8.0,0.016701461377870562
542,mn,jackson,3201,49921,1.1428571428571428,3.0,7.0,9.0,0.0028116213683223993
543,mn,isanti,5901,38327,1.3333333333333333,2.9166666666666665,9.666666666666666,8.0,0.0013557024233180816
544,mn,marshall,13530,45141,1.7058823529411764,3.5294117647058822,15.764705882352942,34.0,0.0025129342202512934
545,mo,osage,1714,42259,1.5932203389830508,3.6186440677966103,55.52542372881356,175.0,0.10210035005834306
546,mo,howard,527,35953,2.0,3.375,8.25,5.0,0.009487666034155597
547,mo,washington,14055,26048,1.5833333333333333,3.9166666666666665,39.666666666666664,59.0,0.004197794379224475
548,mo,sullivan,7108,42852,1.3333333333333333,3.388888888888889,17.22222222222222,26.0,0.0036578503095104106
549,mo,st. louis,302838,61078,1.7920353982300885,4.079646017699115,259.69026548672565,1600.0,0.0052833528156968415
550,mo,st. charles,70764,46189,1.691588785046729,3.794392523364486,99.11682242990655,1300.0,0.018370923068226783
551,mo,st. clair,4698,28289,1.1428571428571428,3.5714285714285716,21.0,21.0,0.004469987228607918
552,mo,ray,28993,36379,1.1666666666666667,3.1666666666666665,12.416666666666666,16.0,0.0005518573448763495
553,mo,perry,694,36259,1.25,4.25,12.0,6.0,0.008645533141210375
554,mo,ozark,20188,27850,1.4285714285714286,3.482142857142857,52.32142857142857,97.0,0.004804834555181296
555,mo,chariton,234,43074,1.5,4.291666666666667,8.5,28.0,0.11965811965811966
556,mo,ste. genevieve,4442,35322,1.5833333333333333,3.7916666666666665,20.25,17.0,0.003827104907699235
557,mo,harrison,81,33842,1.25,3.375,20.25,28.0,0.345679012345679
558,mo,henry,222,38036,1.6428571428571428,3.607142857142857,24.0,26.0,0.11711711711711711
559,mo,marion,222,36467,1.475,3.7,24.575,140.0,0.6306306306306306
560,mo,monroe,151,41250,1.3333333333333333,3.8333333333333335,10.833333333333334,10.0,0.06622516556291391
561,mo,dallas,328,29793,1.1,2.85,7.2,15.0,0.04573170731707317
562,mo,polk,743,30573,1.3076923076923077,3.8846153846153846,16.46153846153846,44.0,0.059219380888290714
563,mo,clay,1325,43140,1.434782608695652,3.489130434782609,58.15217391304348,146.0,0.11018867924528301
564,mo,cooper,1849,34347,1.0769230769230769,3.269230769230769,11.923076923076923,14.0,0.0075716603569497025
565,mo,morgan,1431,37968,1.125,3.6875,10.875,16.0,0.011180992313067784
566,mo,atchison,366,53154,1.0,2.5,6.666666666666667,8.0,0.02185792349726776
567,mo,nodaway,771,28986,1.52,3.96,34.36,124.0,0.1608300907911803
568,mo,pike,3726,32905,1.25,3.4166666666666665,8.0,23.0,0.006172839506172839
569,mo,boone,316,42194,1.402061855670103,3.448453608247423,51.72164948453608,314.0,0.9936708860759493
570,mo,oregon,765,27034,1.4390243902439024,3.682926829268293,17.682926829268293,173.0,0.2261437908496732
571,mo,cass,1233,40815,1.2941176470588236,3.6470588235294117,20.647058823529413,38.0,0.030819140308191405
572,mo,jefferson,502,36892,1.5319148936170213,3.8297872340425534,30.829787234042552,152.0,0.30278884462151395
573,mo,new madrid,2857,30964,1.0,3.0,3.0,9.0,0.003150157507875394
